prod code,product name,,Variant Grams,Variant Price,Variant Compare At Price,Image Src,Cost per item,SHIPPING,GST,TOTAL,PAYOUT,TRAN CHRG,PROFIT,PURCHASE RATE,MRP,DISCOUNT,SELLING RATE
0807,Stainless Steel Palette Knife Offset Spatula for Spreading and Smoothing Icing Frosting of Cake 16 Inch,Kitchen,100,52,398,https://cdn.shopify.com/s/files/1/1916/9825/products/0807SKUCODE.jpg?v=1618532087,26,42,12,80,80,24,86,270,351,30,245
0585,Twin Door Draft Stopper/Guard Protector for Doors and Windows,Home Improvement,528,52,398,https://cdn.shopify.com/s/files/1/1916/9825/products/0585_b739d8c7-aa7a-467b-ac10-6b83fbcfb47f.jpg?v=1631595152,26,84,20,130,80,24,202,436,566,30,396
2611,"Lotus Shape Foldable Fruit & Vegetable Basket Tray,Color May Vary","Kitchen Storage, Container & Rack",346,52,398,https://cdn.shopify.com/s/files/1/1916/9825/products/1image_34d9cc75-854c-43ef-bb50-4be9b012b012.jpg?v=1637388425,26,42,12,80,80,24,308,492,640,30,448
1236,Disposable Body Skin Hair Removal Razor for Women – Pack of 6,"Beauty, Health & Personal Care",76,54,398,https://cdn.shopify.com/s/files/1/1916/9825/products/1236.jpg?v=1636535668,27,42,12,81,80,24,86,271,352,30,246
0754,Dumbbell Water Bottle (750 ml) Gym Water Bottle,Kitchen,469,54,398,https://cdn.shopify.com/s/files/1/1916/9825/products/SKUCODE_88cb46b4-3f6f-45dd-bfff-a706926b103f.jpg?v=1619125918,27,42,12,81,80,24,86,271,352,30,246
0537,Car Dustbin/Mini Car Trash Bin/Car Ashtray,Travel,320,56,398,https://cdn.shopify.com/s/files/1/1916/9825/products/05374.jpg?v=1640956550,28,42,13,83,80,24,86,273,355,30,249
1758,Self Adhesive Wall Hook Set for Home Kitchen and Other Places (Pack of 9),Home Improvement,89,56,398,https://cdn.shopify.com/s/files/1/1916/9825/products/01_428603d0-66c0-4e95-a6e3-cebb1e1a767a.jpg?v=1634205582,28,42,13,83,80,24,101,288,375,30,262
6078,"Silicone Dish Scrubber Sponge Mildew Free, Non Stick (Mix Color)",Cleaning Supplies,200,56,398,https://cdn.shopify.com/s/files/1/1916/9825/products/1image_91e76dce-50f0-480b-a705-71b032c4b57c.jpg?v=1639137662,28,42,13,83,80,24,150,337,438,30,306
4726,Hanging Plastic Kitchen Trash Can Bag Holder,Cleaning Supplies,260,56,398,https://cdn.shopify.com/s/files/1/1916/9825/products/4726.jpg?v=1635940242,28,42,13,83,80,24,185,372,484,30,339
0754,A Unbreakable Plastic dumbbell Shape Water Bottle,"Kitchen Storage, Container & Rack",431,56,398,https://cdn.shopify.com/s/files/1/1916/9825/products/0754.jpg?v=1634619549,28,42,13,83,80,24,237,424,551,30,386
1751,Twin Door Draft Stopper/Guard Protector for Doors and Windows,Home Improvement,866,58,398,https://cdn.shopify.com/s/files/1/1916/9825/products/175101.jpg?v=1633424181,29,84,20,133,80,24,94,331,430,30,301
2583,Multipurpose Masala/Spice Rack Container - Set of 2 Pcs,"Kitchen Storage, Container & Rack",200,58,398,https://cdn.shopify.com/s/files/1/1916/9825/products/2583.jpg?v=1633436084,29,42,13,84,80,24,162,350,455,30,319
0190,Clothesline Drying Nylon Rope with Hooks,Home Improvement,100,60,398,https://cdn.shopify.com/s/files/1/1916/9825/products/0190_c5898b20-7e8e-4344-8369-3393ce13737e.jpg?v=1627573821,30,42,13,85,80,24,95,284,369,30,258
1766,Self Adhesive Furniture Pads - Square,Home Improvement,94,60,398,https://cdn.shopify.com/s/files/1/1916/9825/products/1766_093e6a0a-3473-4441-821c-0ce38b81a42e.jpg?v=1635922070,30,42,13,85,80,24,126,315,409,30,286
6094,V Shape Foldable Phone Stand Mobile (Pack of 10Pc),Mobile Accessories,90,60,398,https://cdn.shopify.com/s/files/1/1916/9825/products/FormateofFistimg_1_e2b465b1-12e3-4ba5-8d00-b9c18684a0cc.jpg?v=1640081628,30,42,13,85,80,24,292,481,625,30,437
7425,"USB Wall Charger for All iPhone, Android, Smart Phones (Adaptor Only)",Mobile Accessories,30,60,398,https://cdn.shopify.com/s/files/1/1916/9825/products/1image_c7662013-28a9-4255-8366-eec0308ecdcc.jpg?v=1640253626,30,42,13,85,80,24,367,556,722,30,506
1670,Mop and Broom Holder ( Loose Pack),Home Improvement,86,62,398,https://cdn.shopify.com/s/files/1/1916/9825/products/1_1_2166dd37-7245-4d00-a0fe-8bcc87d96a8f.jpg?v=1632283508,31,42,13,86,80,24,529,719,935,30,654
1126,Multi-function Cake Icing Spatula Knife - Set of 3 Pieces,Kitchen,110,64,398,https://cdn.shopify.com/s/files/1/1916/9825/products/51_efPIfl6L.jpg?v=1624101156,32,42,13,87,80,24,264,455,592,30,414
4657,Washer Dryer Anti Vibration Pads with Suction Cup Feet,Home Improvement,299,64,398,https://cdn.shopify.com/s/files/1/1916/9825/products/SKUCODE_60725147-bbc4-44f1-8b8a-e036d9d742ee.jpg?v=1639052538,32,42,13,87,80,24,581,772,1004,30,703
7610,3-in-1 Multi-Function Stainless Steel Cake Icing Spatula Knife Set,Kitchen,90,64,398,https://cdn.shopify.com/s/files/1/1916/9825/products/761001.jpg?v=1632388034,32,42,13,87,80,24,598,789,1026,30,718
4604,Multipurpose Home & Garden Water Spray Bottle for Cleaning Pack,Garden,450,68,398,https://cdn.shopify.com/s/files/1/1916/9825/products/1_574b8722-68f1-4ded-95df-79cf08137bbc.jpg?v=1621546848,34,42,14,90,80,24,102,296,385,30,270
6103,USB Fast Charger Adapter (Adapter Only),Mobile Accessories,40,70,398,https://cdn.shopify.com/s/files/1/1916/9825/products/1image_535d5043-87b2-49db-a512-e9640d5eb81e.jpg?v=1640941240,35,42,14,91,80,24,128,323,420,30,294
0855,Plastics Transparent Jar Shaped Stand-up Pouch With Zipper,"Kitchen Storage, Container & Rack",240,70,398,https://cdn.shopify.com/s/files/1/1916/9825/products/sdsadf.jpg?v=1607644218,35,42,14,91,80,24,150,345,448,30,314
1732,"Reusable Stainless Steel Drinking Straws Straight (4 Straight Straws, 1 Brush)",Kitchen,63,72,398,https://cdn.shopify.com/s/files/1/1916/9825/products/173201.jpg?v=1631193920,36,42,14,92,80,24,109,305,397,30,278
4730,"Curling Balloon Ribbon Roll for Gifts, Balloons & Crafts",Home Decor,145,72,398,https://cdn.shopify.com/s/files/1/1916/9825/products/4730_2d709136-ccd0-485c-982d-0fb271ffef49.jpg?v=1636794505,36,42,14,92,80,24,190,386,502,30,351
0418,Multi-Use Plastic Cutter with Plastic Cutting Blade and Precision Knife Blade,Hardware,63,72,398,https://cdn.shopify.com/s/files/1/1916/9825/products/0418_0f0ddd84-7769-4cc2-bd62-0a4edb38034e.jpg?v=1633005923,36,42,14,92,80,24,225,421,547,30,383
7014,Plastic 6 In 1 Vegetable Slicer Cutter (Multicolour),Kitchen,195,72,398,https://cdn.shopify.com/s/files/1/1916/9825/products/7014.jpg?v=1616117894,36,42,14,92,80,24,268,464,604,30,423
1721,3 Led Cordless Stick Tap Wardrobe Touch Light Lamp,Home Decor,111,72,398,https://cdn.shopify.com/s/files/1/1916/9825/products/17000_3b8d437a-cbc3-4e0e-a304-ee9dc01a181b.jpg?v=1630007618,36,42,14,92,80,24,411,607,790,30,553
4711,"Fancy Fridge Top Glass Stand, Dining Table Glass Stand",Kitchen,1774,74,398,https://cdn.shopify.com/s/files/1/1916/9825/products/4711.jpg?v=1634709687,37,168,37,242,80,24,110,456,593,30,415
7210,Multicolor Decorative LED Lights for Diwali Christmas Wedding/led,Home Decor,53,74,398,https://cdn.shopify.com/s/files/1/1916/9825/products/721001.jpg?v=1630007941,37,42,14,93,80,24,537,734,954,30,668
2404,Smart Multifunctional Vegetable/Fruit Peeler for Kitchen,Kitchen,154,76,398,https://cdn.shopify.com/s/files/1/1916/9825/products/1_fa5ae85f-e487-4289-bc8a-dc97aea35cea.jpg?v=1631180396,38,42,14,94,80,24,88,286,372,30,260
8025,Table Tennis Racquet with Ball Perfect Kids Toy and Game Accessories,Toys For Kids,394,76,398,https://cdn.shopify.com/s/files/1/1916/9825/products/8025_bd320df4-70a4-4394-a3c1-30cb694c9c17.jpg?v=1632228527,38,42,14,94,80,24,174,372,484,30,339
1266,All purpose Sports Bath makeup Cleaning Magic Towel,Cleaning Supplies,50,78,398,https://cdn.shopify.com/s/files/1/1916/9825/products/b7381197-5a27-4d5d-835f-5c7b9ac1ca2b.jpg?v=1606577068,39,42,15,96,80,24,88,288,375,30,262
7239,Transparent Personal Care Rubber Hot Water Heating Pad Bag for Pain Relief (Small),"Beauty, Health & Personal Care",234,78,398,https://cdn.shopify.com/s/files/1/1916/9825/products/7239.jpg?v=1634901868,39,42,15,96,80,24,88,288,375,30,262
2394,"Microwave Safe Quarter Plates  Square 6 Pcs,",Kitchen,200,78,398,https://cdn.shopify.com/s/files/1/1916/9825/products/239401.jpg?v=1630007670,39,42,15,96,80,24,88,288,375,30,262
1189,Food Grade Non-Stick Reusable Silicone Star Shape 15 Cavity Chocolate Molds / Baking Trays,Kitchen,142,78,398,https://cdn.shopify.com/s/files/1/1916/9825/products/SKUCODE1189.jpg?v=1619126129,39,42,15,96,80,24,88,288,375,30,262
1757,Wall Hook Hanger Steel,Home Improvement,200,78,398,https://cdn.shopify.com/s/files/1/1916/9825/products/1757.jpg?v=1634649119,39,42,15,96,80,24,88,288,375,30,262
1187,Food Grade Non-Stick Reusable Silicone Heart Shape 15 Cavity Chocolate Molds / Baking Trays,Kitchen,142,78,398,https://cdn.shopify.com/s/files/1/1916/9825/products/1187.jpg?v=1619126103,39,42,15,96,80,24,109,309,402,30,281
6004,A Candle Cup with Multi Shape  (Multicolor),Home Decor,240,78,398,https://cdn.shopify.com/s/files/1/1916/9825/products/6004A.jpg?v=1634202029,39,42,15,96,80,24,115,315,409,30,286
1675,Multipurpose compatible with Industrial Glue Semi Fluid transparent Adhesive,Hardware Fitting,142,78,398,https://cdn.shopify.com/s/files/1/1916/9825/products/SKUCODE_1d130097-3ccc-4b06-9358-06cca54756cf.jpg?v=1625755378,39,42,15,96,80,24,115,315,409,30,286
7254,Personal Care Rubber Hot Water Heating Pad Bag for Pain Relief,"Beauty, Health & Personal Care",228,78,398,https://cdn.shopify.com/s/files/1/1916/9825/products/01_7f56ed69-df86-4222-9c3a-d202b651e44f.jpg?v=1635757003,39,42,15,96,80,24,119,319,415,30,291
7213,Memory Foam Travel Neck Support Rest Pillow,Travel,102,78,398,https://cdn.shopify.com/s/files/1/1916/9825/products/760902_9781cdd1-067f-4115-be53-9de360496659.jpg?v=1630007981,39,42,15,96,80,24,123,323,420,30,294
1512,Blind Spot Round Wide Angle Adjustable Convex Rear View Mirror - Pack of 2,Automotive,33,78,398,https://cdn.shopify.com/s/files/1/1916/9825/products/15121Image.jpg?v=1640941958,39,42,15,96,80,24,124,324,421,30,295
7242,Personal Care Rubber Hot Water Heating Pad Bag for Pain Relief (Small),"Beauty, Health & Personal Care",228,78,398,https://cdn.shopify.com/s/files/1/1916/9825/products/01_25fb1794-4c56-4f91-91c1-cc1c354f2ce5.jpg?v=1634984164,39,42,15,96,80,24,156,356,463,30,324
1706,Machine Leveling Feet Anti Walk Pads Shock Absorbed Furniture Lifting Base,Home Improvement,290,78,398,https://cdn.shopify.com/s/files/1/1916/9825/products/1706.jpg?v=1629391923,39,42,15,96,80,24,167,367,476,30,334
1733,"Reusable Stainless Steel Drinking Straws Bent (4 Bent Straws, 1 Brush)",Kitchen,63,78,398,https://cdn.shopify.com/s/files/1/1916/9825/products/173301.jpg?v=1631255173,39,42,15,96,80,24,172,372,484,30,339
1476,"Hair Scalp Massager Shampoo Brush,Scalp Shampoo Brush","Beauty, Health & Personal Care",100,78,398,https://cdn.shopify.com/s/files/1/1916/9825/products/SKUCODE_5f660255-796f-4076-afa3-9a4f06f71a2f.jpg?v=1638509930,39,42,15,96,80,24,239,439,571,30,400
7247,Hot Water Bottle Bag For Pain Relief,"Beauty, Health & Personal Care",208,78,398,https://cdn.shopify.com/s/files/1/1916/9825/products/7247.jpg?v=1635398867,39,42,15,96,80,24,241,441,574,30,402
2388,Round Shape Stainless Steel Ball Scrubber (Pack of 12),Cleaning Supplies,1540,78,398,https://cdn.shopify.com/s/files/1/1916/9825/products/2383_1.jpg?v=1622137619,39,168,37,244,80,24,111,459,596,30,417
7248,Velvet Hot Water Heating Bag For Pain Relief,"Beauty, Health & Personal Care",670,78,398,https://cdn.shopify.com/s/files/1/1916/9825/products/01_45788ede-b41a-4cff-aca3-2e9b108de8af.jpg?v=1635768074,39,84,22,145,80,24,254,503,653,30,457
1188,Food Grade Non-Stick Reusable Silicone Smile Shape 15 Cavity Chocolate Molds / Baking Trays,Kitchen,142,78,398,https://cdn.shopify.com/s/files/1/1916/9825/products/1188_2b4223ef-02b5-483f-97da-82ea26c7ac36.jpg?v=1619126118,39,42,15,96,80,24,417,617,802,30,561
6030,"Shower Cap Bath Shower Cap ,Women Reusable Waterproof Women Shower",Home Improvement,324,78,398,https://cdn.shopify.com/s/files/1/1916/9825/products/6030_1.jpg?v=1635858801,39,42,15,96,80,24,433,633,823,30,576
6036,Headphone Isolatinc headphones with Hands-free Control,Mobile Accessories,106,78,398,https://cdn.shopify.com/s/files/1/1916/9825/products/6036.jpg?v=1636449238,39,42,15,96,80,24,550,750,975,30,683
3682,Plastic Airtight Locked Food Storage Containers For Kitchen (600ml) (multicolour),"Kitchen Storage, Container & Rack",265,79,398,https://cdn.shopify.com/s/files/1/1916/9825/products/3682SKUCODE_865dd6e2-668a-478c-b42b-d150734b9ab2.jpg?v=1614288826,39.5,42,15,96,80,24,88,288,375,30,262
6004,Plastic Candle Cup with Multi Shape  (Multicolor),Home Decor,240,80,398,https://cdn.shopify.com/s/files/1/1916/9825/products/600402.jpg?v=1633007618,40,42,15,97,80,24,95,296,385,30,270
6099,"Hair Scalp Adjustable Massager Shampoo Brush,Scalp Shampoo Brush","Beauty, Health & Personal Care",100,80,398,https://cdn.shopify.com/s/files/1/1916/9825/products/1image_128dd15c-cd53-4657-b09f-dde090b6876f.jpg?v=1640696784,40,42,15,97,80,24,156,357,464,30,325
0561,A Multipurpose Kitchen/Household/Garden Scissor  (Color may vary),Stationery,82,80,398,https://cdn.shopify.com/s/files/1/1916/9825/products/1image_e84c7e60-aa95-4d09-8e3b-af8e2de0ffd4.jpg?v=1639731847,40,42,15,97,80,24,176,377,490,30,343
6059,Golf Shape Toilet Cleaner Brush  & Magic Sticker Holder,Home Improvement,522,80,398,https://cdn.shopify.com/s/files/1/1916/9825/products/01_b7c8ec3e-6202-434f-8141-bd8f7ec09f14.jpg?v=1637926675,40,84,22,146,80,24,148,398,517,30,362
1193,Mens Leather Wallet/Leather Wallet for Men,"Beauty, Health & Personal Care",65,80,398,https://cdn.shopify.com/s/files/1/1916/9825/products/193.jpg?v=1619722955,40,42,15,97,80,24,200,401,521,30,365
2640,Non-Stick Silicone Spatula Reusable Kitchen for Cooking Multicolor,Kitchen,75,80,398,https://cdn.shopify.com/s/files/1/1916/9825/products/FormateofFistimg_3_c564bc4a-8bd6-4b52-aba9-671b3a0c82fd.jpg?v=1640176320,40,42,15,97,80,24,210,411,535,30,374
6098,Octopus Stress Relief Therapeutic  Scalp Massager,"Beauty, Health & Personal Care",350,80,398,https://cdn.shopify.com/s/files/1/1916/9825/products/1image_419736e4-858b-40e5-9fc4-901413526270_1.jpg?v=1640429259,40,42,15,97,80,24,243,444,577,30,404
7229,Mix Plain Jhoomer For Home Decor Golden Color (Mix Design),Home Decor,68,80,398,https://cdn.shopify.com/s/files/1/1916/9825/products/7229.jpg?v=1634638736,40,42,15,97,80,24,247,448,583,30,408
7426,3in1 Laser Light,Toys For Kids,50,80,398,https://cdn.shopify.com/s/files/1/1916/9825/products/1image_8259dc9f-f4f0-444e-9901-885235a71e21.jpg?v=1640604510,40,42,15,97,80,24,258,459,596,30,417
7424,"USB Wall Charger for All iPhone, Android, Smart Phones",Mobile Accessories,30,80,398,https://cdn.shopify.com/s/files/1/1916/9825/products/1image_5149f46b-9e20-4bc5-8658-51b498b0c249_1.jpg?v=1640259317,40,42,15,97,80,24,261,462,601,30,421
1769,Anti Vibration Pads with Suction Cup Feet,Home Improvement,290,80,398,https://cdn.shopify.com/s/files/1/1916/9825/products/1769.jpg?v=1636535951,40,42,15,97,80,24,356,557,724,30,507
4743,B Grade Mixed Design Fidget Toy Stress Relief Toys (1Pc only),Toys For Kids,106,80,398,https://cdn.shopify.com/s/files/1/1916/9825/products/4743abc.jpg?v=1638613262,40,42,15,97,80,24,480,681,885,30,620
1632,Metal Wire Brush Hand Kitchen Sink Cleaning Hook Sewer Dredging Device,Cleaning Supplies,360,80,398,https://cdn.shopify.com/s/files/1/1916/9825/products/1632.jpg?v=1625755360,40,42,15,97,80,24,623,824,1071,30,750
4701,Mobile Holder Multi Angle Adjustable Fold (Pack Of 10 Pc),Mobile Accessories,140,81,398,https://cdn.shopify.com/s/files/1/1916/9825/products/4701.jpg?v=1633611304,40.5,42,15,97,80,24,384,585,761,30,533
1198,Crystal Quality Glass Ash Tray,Cleaning Supplies,265,84,398,https://cdn.shopify.com/s/files/1/1916/9825/products/SKUCODE1198_a47be858-8fc7-4fef-bdf3-27414fea39a0.jpg?v=1620939722,42,42,15,99,80,24,89,292,379,30,265
2565,Stainless Steel Home Kitchen Anti-Scald Plate Take Bowl Dish Pot Holder,Kitchen,80,84,398,https://cdn.shopify.com/s/files/1/1916/9825/products/256503.jpg?v=1632137563,42,42,15,99,80,24,89,292,379,30,265
2541,Kitchen Storage Containers Good Grips 3 Pcs Airtight Round,"Kitchen Storage, Container & Rack",397,84,398,https://cdn.shopify.com/s/files/1/1916/9825/products/Untitled-7_ea11180c-1469-4ffd-8798-3e2d0ced4310.jpg?v=1630659202,42,42,15,99,80,24,193,396,535,35,348
1794,Plastic Bath Drape Clasp Curtain Hooks (Pack of 12 Pcs),Home Improvement,100,84,398,https://cdn.shopify.com/s/files/1/1916/9825/products/1image_9acf158d-77d2-4f84-beb4-c78adccbd49b.jpg?v=1638853187,42,42,15,99,80,24,218,421,568,35,369
6021,Men's Coat Blazer Cover Foldover Breathable Garment Bag Suit Cover,Home Improvement,490,84,398,https://cdn.shopify.com/s/files/1/1916/9825/products/6021_b8468cee-e2d8-4f52-a12b-2823e8473051.jpg?v=1635488918,42,42,15,99,80,24,259,462,624,35,406
1793,Plastic Ring Bath Drape Loop Clasp Shower Curtain Hooks (Pack of 12Pcs),Home Improvement,96,84,398,https://cdn.shopify.com/s/files/1/1916/9825/products/1image_d2baaecf-8e68-4cbe-9ba4-c08cbd714f8c.jpg?v=1638850516,42,42,15,99,80,24,378,581,784,35,510
1274,Plastic Soap Pump Dispenser for Multipurpose Use (Brown Package Box),Home Improvement,400,86,398,https://cdn.shopify.com/s/files/1/1916/9825/products/1274SKUCODE_289e42b1-4960-4bbd-abb8-0dafe8776069.jpg?v=1628184454,43,42,15,100,80,24,89,293,395,35,257
1696,Table Corners Edge Protector Guards for Baby Child Safety (Pack of 4Pc),Home Improvement,132,86,398,https://cdn.shopify.com/s/files/1/1916/9825/products/1image_a1f24359-3ada-4956-b7c7-56a2fb5d9dc7.jpg?v=1638947970,43,42,15,100,80,24,89,293,395,35,257
1692,Multipurpose Home & Garden Water Spray Bottle,Garden,464,86,398,https://cdn.shopify.com/s/files/1/1916/9825/products/1692.jpg?v=1627574013,43,42,15,100,80,24,187,391,527,35,343
2610,Oil Dispenser with Leakproof Seasoning Bottle (500Ml capacity),"Kitchen Storage, Container & Rack",266,86,398,https://cdn.shopify.com/s/files/1/1916/9825/products/1image_3d920a41-5bf2-4a09-b711-659a651bf348.jpg?v=1637325996,43,42,15,100,80,24,304,508,686,35,446
1217,Portable Hot Water Bag for Adults (Large),"Beauty, Health & Personal Care",44,88,398,https://cdn.shopify.com/s/files/1/1916/9825/products/WhatsAppImage2020-09-05at3.16.47PM.jpg?v=1606576451,44,42,15,101,80,24,89,294,397,35,258
1264,2-in-1 Liquid Soap Dispenser on Countertop with Sponge Holder,Home Improvement,300,88,398,https://cdn.shopify.com/s/files/1/1916/9825/products/Soap_Dispenser08.jpg?v=1606577034,44,42,15,101,80,24,89,294,397,35,258
1079,A Adjustable Drawer Organizer and Kitchen Board Divider (Pack of 6Pcs),Home Improvement,197,88,398,https://cdn.shopify.com/s/files/1/1916/9825/products/1image_511e74f3-7894-47d7-b835-7c4cbf4b81e1.jpg?v=1638857993,44,42,15,101,80,24,100,305,412,35,268
1651,L Multipurpose Kitchen Bathroom Shelf Wall Holder Storage Rack Bathroom,Home Improvement,485,88,398,https://cdn.shopify.com/s/files/1/1916/9825/products/1image_4d66cf17-4f2e-4566-afa9-8846a6e2e422.jpg?v=1637411602,44,42,15,101,80,24,617,822,1109,35,721
0292,Bike Riding & Cycling Anti Pollution Dust Sun Protecion Half Face Cover Mask,Automotive,56,90,398,https://cdn.shopify.com/s/files/1/1916/9825/products/0292.jpg?v=1618531415,45,42,16,103,80,24,89,296,400,35,260
1448,Silicone Bubble Bath SPA Super Soft Body Scrubbing Brush,Home Improvement,130,90,398,https://cdn.shopify.com/s/files/1/1916/9825/products/144801.jpg?v=1630007536,45,42,16,103,80,24,89,296,400,35,260
2386,Scratch Proof Kitchen Scrubber Pads for Utensils/Tiles Cleaning (6 pc),Cleaning Supplies,390,90,398,https://cdn.shopify.com/s/files/1/1916/9825/products/1_eceb7adf-f805-45b4-8012-0f79602d9424.jpg?v=1622137580,45,42,16,103,80,24,89,296,400,35,260
1195,"Crystal Glass Ganesha Idol for Home, Office and Car Dashboard",Home Decor,320,90,398,https://cdn.shopify.com/s/files/1/1916/9825/products/11951.jpg?v=1620322013,45,42,16,103,80,24,89,296,400,35,260
7211,Multicolor Decorative LED Lights for Diwali Christmas Wedding/led,Home Decor,66,90,398,https://cdn.shopify.com/s/files/1/1916/9825/products/721101.jpg?v=1630007954,45,42,16,103,80,24,97,304,411,35,267
7253,Hot Water Bottle Bag For Pain Relief,"Beauty, Health & Personal Care",500,90,398,https://cdn.shopify.com/s/files/1/1916/9825/products/01_525a49e4-8078-48b6-83a1-e579c5c2367d_1.jpg?v=1635914275,45,42,16,103,80,24,120,327,442,35,287
7212,Multicolor Decorative LED Lights for Diwali Christmas Wedding/led,Home Decor,53,90,398,https://cdn.shopify.com/s/files/1/1916/9825/products/721201.jpg?v=1630007968,45,42,16,103,80,24,130,337,454,35,295
1485,Liquid Soap Dispenser on Countertop with Sponge Holder For Pet,Home Improvement,400,90,398,https://cdn.shopify.com/s/files/1/1916/9825/products/148502_cc5aa30d-8ef9-4eb6-85f6-e4fbdd1f64f0.jpg?v=1638012628,45,42,16,103,80,24,168,375,506,35,329
2357,Round Stainless Steel Deep Fry /Mesh Strainer,Kitchen,1074,90,398,https://cdn.shopify.com/s/files/1/1916/9825/products/SKUCODE2357.jpg?v=1620940075,45,126,31,202,80,24,104,410,554,35,360
2629,Plastic Scrubber Round Nylon Scrubbers Small Size  (Pack of 12),Cleaning Supplies,1040,90,398,https://cdn.shopify.com/s/files/1/1916/9825/products/1image_53f894b5-a258-4501-81d4-8cbbc88215bc.jpg?v=1638784086,45,126,31,202,80,24,104,410,554,35,360
2486,Plastic BPA Free Reusable Lollipop Candy Maker,Kitchen,334,90,398,https://cdn.shopify.com/s/files/1/1916/9825/products/24872.jpg?v=1627574125,45,42,16,103,80,24,257,464,627,35,408
4654,Adhesive Transparent Heavy Duty Wall Hook,Home Improvement,500,90,398,https://cdn.shopify.com/s/files/1/1916/9825/products/4654_b0f88c7b-a630-4745-b18e-f9079ad6cd4e.jpg?v=1634879880,45,42,16,103,80,24,323,530,716,35,465
7606,Single Sided Microfiber Hand Glove Duster,Cleaning Supplies,300,90,398,https://cdn.shopify.com/s/files/1/1916/9825/products/7606SKUCODE.jpg?v=1619126453,45,42,16,103,80,24,358,565,762,35,496
4748,Stainless Steel Sink/Wash Basin Drain Strainer (1Pc Only),"Kitchen Storage, Container & Rack",69,90,398,https://cdn.shopify.com/s/files/1/1916/9825/products/1image_91aaa5c0-4299-4277-8788-419110aa065c.jpg?v=1639653766,45,42,16,103,80,24,372,579,781,35,508
2555,Multi-Segment 2 in 1 Egg Cutter/Slicer,Kitchen,154,92,398,https://cdn.shopify.com/s/files/1/1916/9825/products/255503_11c5b608-5beb-4fb0-9e82-51229a5716a2.jpg?v=1631851336,46,42,16,104,80,24,89,297,401,35,261
0208,360 Degree Water Saving Faucet Expandable Water Valve Splash Regulator,Home Improvement,55,92,398,https://cdn.shopify.com/s/files/1/1916/9825/products/020801.jpg?v=1630007319,46,42,16,104,80,24,92,300,405,35,263
7250,Fancy Small Golden Jhoomer For Home Decoration,Home Decor,75,94,398,https://cdn.shopify.com/s/files/1/1916/9825/products/7250_30680dce-2d08-4038-a967-c04fd6f23eed.jpg?v=1635850959,47,42,16,105,80,24,133,342,462,35,300
4684,Flower Shape Portable Soap Dish Holder Soap Case ( 3 Pc ),Home Improvement,280,94,398,https://cdn.shopify.com/s/files/1/1916/9825/products/4684_3501c7d7-3e71-498a-bd2c-83901ff7458c.jpg?v=1633925790,47,42,16,105,80,24,171,380,513,35,334
7230,Mix 2Line Dimond Jhoomer For Home Decor Golden Color (Mix Design),Home Decor,0,94,398,https://cdn.shopify.com/s/files/1/1916/9825/products/7230.jpg?v=1634638993,47,42,16,105,80,24,190,399,538,35,350
1091,"Art Colour Kit Colours Box, (24 Pieces)",Toys For Kids,127,94,398,https://cdn.shopify.com/s/files/1/1916/9825/products/3_c41d6460-3f2c-490c-ad9e-e0ac68902193.jpg?v=1618532097,47,42,16,105,80,24,408,617,832,35,541
7232,Meadium Size Dimond Layer Golden Jhoomer For Home Decoration,Home Decor,75,96,398,https://cdn.shopify.com/s/files/1/1916/9825/products/7232.jpg?v=1634619251,48,42,16,106,80,24,90,300,405,35,263
1307,Stand And Pee Reusable Portable Urinal Funnel For Women,"Beauty, Health & Personal Care",151,96,398,https://cdn.shopify.com/s/files/1/1916/9825/products/61q2KltGU6L._SL1500_e1988d6e-455a-44f8-8433-d4c17883ca98.jpg?v=1628184465,48,42,16,106,80,24,90,300,405,35,263
1727,A Oval Frame Less Mirror Wall Sticker for Dressing,Home Improvement,250,96,398,https://cdn.shopify.com/s/files/1/1916/9825/products/1image_b2a830bf-4556-41d3-bb29-4881ba2e09ba.jpg?v=1640687218,48,42,16,106,80,24,95,305,412,35,268
2630,Plastic Scrubber Round Nylon Scrubbers (Pack of 6),Cleaning Supplies,915,96,398,https://cdn.shopify.com/s/files/1/1916/9825/products/1image_3c567144-ae52-4693-b870-9355eb137d51.jpg?v=1638850525,48,84,24,156,80,24,97,357,482,35,314
7614,Silicone Food Grade Reusable Non-Stick Multi Shape 15 Cavity Chocolate Mold,Kitchen,94,96,398,https://cdn.shopify.com/s/files/1/1916/9825/products/01_bc038ec8-7ee7-4fca-b6d6-c7ff931e815b.jpg?v=1636362550,48,42,16,106,80,24,157,367,495,35,322
2592,Round Plastic Basin And Plastic Mixing Bowl Set.,Home Improvement,1068,96,398,https://cdn.shopify.com/s/files/1/1916/9825/products/2592.jpg?v=1635509877,48,126,31,205,80,24,105,414,559,35,363
1374,Wall Mounted Storage Case with Mobile Phone Charging Port Plug Holder - Pack of 4 Pcs,Mobile Accessories,410,96,398,https://cdn.shopify.com/s/files/1/1916/9825/products/1374.jpg?v=1638514636,48,42,16,106,80,24,211,421,568,35,369
1491,8 in 1 Apple Shape Manicure Set,"Beauty, Health & Personal Care",130,96,398,https://cdn.shopify.com/s/files/1/1916/9825/products/1491_0f4e16c1-38cb-44cf-8bc9-140a13661d13.jpg?v=1635593228,48,42,16,106,80,24,226,436,588,35,382
